dvit_id,grin_acc,grin_name,taxonomy,origin,passQC,vivc_match,match_score,match_via
PI_588549,PI 588549,Rem 17-77,Vitis sp.,"New York, United States",True,GRAMON,72.72727272727273,synonym (1740-774 E.M.)
PI_588550,PI 588550,Reinohli,Vitis hybr.,"Indiana, United States",True,GRIGNOLI,75.0,prime name
PI_588657,PI 588657,NY 65.577.1,Vitis hybr.,"New York, United States",True,TRAMINETTE,75.0,synonym (NY 65.0533.13)
PI_594334,PI 594334,Baco Noir (Baco 1),Vitis hybr.,France,True,,0.0,
PI_597198,PI 597198,Seibel A,Vitis hybr.,France,True,SEIBEL     2,87.5,prime name
DVIT_1081,DVIT 1081,DVIT 1081,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_1373,DVIT 1373,R68-19,Vitis monticola Buckley ,"California, United States",True,,0.0,
DVIT_1605,DVIT 1605,ILL.882-10,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1691,DVIT 1691,Olmo (U66-35),Vitis rotundifolia Michx. ,"Florida, United States",True,,0.0,
DVIT_1844,DVIT 1844,DVIT 1844,Vitis mustangensis Buckley ,"California, United States",True,,0.0,
DVIT_1944,DVIT 1944,i 7-41 M21,Vitis sp.,Mexico,True,,0.0,
DVIT_2562,DVIT 2562,FLA BD7-122,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_888,DVIT 888,Palomino,Vitis vinifera L. subsp. vinifera ,"California, United States",True,PALOMINO FINO,100.0,synonym (PALOMINO)
GVIT_1603,GVIT 1603,CSFT 194,Vitis hybr.,"British Columbia, Canada",True,CSILLAM,84.21052631578947,synonym (CS.F.T. 194)
PI_588174,PI 588174,Pillans,Vitis rupestris Scheele ,United States,True,PILAN,83.33333333333334,prime name
PI_588484,PI 588484,NY 65.591.1,Vitis hybr.,"New York, United States",True,TRAMINETTE,75.0,synonym (NY 65.0533.13)
PI_588545,PI 588545,NY 65.562.1,Vitis hybr.,"New York, United States",True,TRAMINETTE,75.0,synonym (NY 65.0533.13)
PI_588564,PI 588564,John Viola,Vitis riparia Michx. ,"New Hampshire, United States",True,BETA,100.0,synonym (JOHN VIOLA)
PI_588596,PI 588596,BR 11,Vitis hybr.,"Maryland, United States",True,RICHTER 110,80.0,synonym (110 R)
PI_597241,PI 597241,Interlaken,Vitis hybr.,"New York, United States",True,INTERLAKEN SEEDLESS,100.0,synonym (INTERLAKEN)
DVIT_1353,DVIT 1353,Fort Ross Vine,Vitis vinifera L. subsp. vinifera ,"California, United States",True,,0.0,
DVIT_3091,DVIT 3091,Dunstan D-370,Vitis hybr.,"North Carolina, United States",True,DUNSTAN 210,75.0,prime name
DVIT_3542,DVIT 3542,Zinfandel Heritage Sel. # 67,Vitis vinifera L. ,nan,True,,0.0,
DVIT_368,DVIT 368,DVIT 368,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_588,DVIT 588,DVIT 588,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
DVIT_614,DVIT 614,DVIT 614,Vitis vinifera L. subsp. vinifera ,nan,True,,0.0,
PI_171193,PI 171193,DVIT 2049,Vitis vinifera L. subsp. vinifera ,Greece,True,,0.0,
PI_588188,PI 588188,R-66-9,Vitis rupestris Scheele ,"Missouri, United States",True,,0.0,
PI_588536,PI 588536,NY 66.795.1,Vitis hybr.,"New York, United States",True,,0.0,
PI_588654,PI 588654,Ill 820-2,Vitis hybr.,"Illinois, United States",True,,0.0,
DVIT_1941,DVIT 1941,f 11-21 M80,Vitis sp.,Mexico,True,,0.0,
DVIT_2547,DVIT 2547,A-166-003,Vitis sp.,"California, United States",True,,0.0,
DVIT_2858,DVIT 2858,Olmo n3-136,Vitis hybr.,"California, United States",True,,0.0,
PI_588660,PI 588660,Galibert 256-28,Vitis hybr.,France,True,BLANCHE MUSQUEE,83.87096774193549,synonym (GALIBERT   256- 73)
DVIT_1470,DVIT 1470,Olmo Q132 (Q40-87),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1695,DVIT 1695,Olmo (U66-55),Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore ,"Florida, United States",True,,0.0,
PI_588064,PI 588064,Aurore (Seibel 5279),Vitis hybr.,"Auvergne-Rhône-Alpes, France",True,,0.0,
DVIT_1699,DVIT 1699,Olmo U67-24,Vitis hybr.,"Florida, United States",True,,0.0,
DVIT_1791,DVIT 1791,Arkansas 29 (f15-5),Vitis rotundifolia Michx. ,"California, United States",True,,0.0,
DVIT_3389,DVIT 3389,LA2006-3-2,Vitis rotundifolia Michx. ,"New York, United States",True,,0.0,
DVIT_578,DVIT 578,Iviar Oliver,Vitis vinifera L. subsp. vinifera ,"California, United States",True,IRSAI OLIVER,75.0,prime name
PI_588589 .C,PI 588589 .c,694,Vitis vulpina L. ,"Illinois, United States",True,,0.0,
PI_588620,PI 588620,Joyous,Vitis hybr.,"Ohio, United States",True,,0.0,
PI_588681,PI 588681,GVIT 1392,Vitis hybr.,"Missouri, United States",True,,0.0,
DVIT_1484,DVIT 1484,Olmo R124 (R65-72),Vitis hybr.,"California, United States",True,,0.0,
DVIT_2390,DVIT 2390,Muscat of Hungary,Vitis vinifera L. subsp. vinifera ,Hungary,True,PECSI SZAGOS,100.0,synonym (MUSCAT OF HUNGARY)
PI_588270,PI 588270,62-9-44,Vitis riparia Michx. ,"Montana, United States",True,,0.0,
DVIT_1329,DVIT 1329,Olmo H 24-28,Vitis sp.,"California, United States",True,OLMO H 34- 15,72.0,prime name
DVIT_1714,DVIT 1714,Olmo (U69-7),Vitis shuttleworthii House ,"Florida, United States",True,,0.0,
DVIT_1783,DVIT 1783,Arkansas 12,Vitis rotundifolia Michx. ,"California, United States",True,CYNTHIANA,84.21052631578947,synonym (ARKANSAS)
DVIT_3437,DVIT 3437,TX2006-40-2,Vitis hybr.,"New York, United States",True,,0.0,
DVIT_1633,DVIT 1633,ILL.880-2,Vitis hybr.,"California, United States",True,,0.0,
DVIT_1782,DVIT 1782,Arkansas 9,Vitis rotundifolia Michx. ,"California, United States",True,CYNTHIANA,88.88888888888889,synonym (ARKANSAS)
DVIT_3089,DVIT 3089,Dunstan D-345,Vitis hybr.,"North Carolina, United States",True,AURELIA,78.26086956521739,synonym (DUNSTAN 56)
DVIT_3430,DVIT 3430,TX2006-56-3,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3496,DVIT 3496,MS2006-2-4,Vitis aestivalis Michx. ,"New York, United States",True,,0.0,
PI_588467,PI 588467,RU-66-8,Vitis sp.,"Illinois, United States",True,,0.0,
PI_597102,PI 597102,Couderc 18-815,Vitis hybr.,France,True,CASTEL   188- 15,100.0,synonym (COUDERC 18-815)
DVIT_3374,DVIT 3374,TX2006-11-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3380,DVIT 3380,TX2006-53-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3498,DVIT 3498,AL2006-2-3,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_1052,DVIT 1052,BLACK CORINTH,Vitis vinifera L. subsp. vinifera ,Greece,True,KORINTHIAKI MAVRO,100.0,synonym (BLACK CORINTH)
DVIT_2003,DVIT 2003,XX Ponzo,Vitis sp.,"California, United States",True,,0.0,
DVIT_2262,DVIT 2262,Pakistan Collection 25206,Vitis sp.,Pakistan,True,,0.0,
PI_588684,PI 588684,GVIT 1395,Vitis rupestris Scheele ,"Missouri, United States",True,,0.0,
DVIT_1322,DVIT 1322,SEEDLESS TOKAY,Vitis vinifera L. subsp. vinifera ,nan,True,FURMINT,72.72727272727273,synonym (EDELWEISSER TOKAYER)
DVIT_1461,DVIT 1461,Olmo Q128 (Q40-48),Vitis hybr.,"California, United States",True,,0.0,
DVIT_1801,DVIT 1801,Olmo 033-50,Vitis vinifera L. subsp. vinifera ,Afghanistan,True,,0.0,
DVIT_3081,DVIT 3081,Gallo 87,Vitis vulpina L. ,"Florida, United States",True,,0.0,
DVIT_3367,DVIT 3367,TX2006-26-1,Vitis cinerea (Engelm.) Millardet ,"New York, United States",True,,0.0,
DVIT_3385,DVIT 3385,TX2006-67-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_384,DVIT 384,Coudsi,Vitis vinifera L. subsp. vinifera ,"California, United States",True,DABOUKI,100.0,synonym (COUDSI)
DVIT_1830,DVIT 1830,M13:43-44,Vitis aestivalis Michx. ,"Tennessee, United States",True,,0.0,
DVIT_3364,DVIT 3364,LA2006-4-3,Vitis cinerea (Engelm.) Millardet ,"New York, United States",True,,0.0,
DVIT_3413,DVIT 3413,TX2006-13-32,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_1348,DVIT 1348,NY 36095,Vitis hybr.,"California, United States",True,ONTARIO,76.92307692307692,synonym (NY 95)
DVIT_2944,DVIT 2944,3375,Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore ,"Texas, United States",True,,0.0,
DVIT_3384,DVIT 3384,TX2006-59-3,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3399,DVIT 3399,MS2006-2-3,Vitis cinerea (Engelm.) Millardet ,"New York, United States",True,,0.0,
DVIT_3506,DVIT 3506,TX2006-5-1,Vitis vulpina L. ,"New York, United States",True,,0.0,
DVIT_597,DVIT 597,Salomani,Vitis vinifera L. subsp. vinifera ,"Baghdād, Iraq",True,PSHRAZ KARA,80.0,synonym (SALYANI)
DVIT_3112,DVIT 3112,Triplett F1-13,Vitis vinifera L. ,"California, United States",True,,0.0,
DVIT_3412,DVIT 3412,TX2006-12-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3427,DVIT 3427,TX2006-55-2,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3428,DVIT 3428,TX2006-55-3,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3501,DVIT 3501,TX2006-65-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_1313,DVIT 1313,Muscat BR39,Vitis vinifera L. subsp. vinifera ,"California, United States",True,MUSCAT A PETITS GRAINS ROUGES,81.81818181818181,synonym (MUSCAT BRUN)
DVIT_1400,DVIT 1400,DVIT 1400,Vitis acerifolia Raf. ,"California, United States",True,,0.0,
DVIT_2797,DVIT 2797,Olmo k2-152,Vitis hybr.,"California, United States",True,,0.0,
DVIT_3080,DVIT 3080,Gallo 85,Vitis rotundifolia Michx. ,"Florida, United States",True,,0.0,
DVIT_3373,DVIT 3373,TX2006-9-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3376,DVIT 3376,TX2006-37-2,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3383,DVIT 3383,TX2006-58-1,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3403,DVIT 3403,TX2006-2-5,Vitis cinerea (Engelm.) Millardet ,"New York, United States",True,,0.0,
DVIT_3419,DVIT 3419,TX2006-44-2,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3434,DVIT 3434,TX2006-16-2,Vitis mustangensis Buckley ,"New York, United States",True,,0.0,
DVIT_3505,DVIT 3505,MS2006-2-2,Vitis rotundifolia Michx. ,"New York, United States",True,,0.0,
GVIT_1483,GVIT 1483,Suputinsky Bietyz,Vitis hybr.,Poland,True,,0.0,
DVIT_1650,DVIT 1650,Austrian Seedless,Vitis vinifera L. subsp. vinifera ,"Illinois, United States",False,BLACK MONUKKA,84.84848484848484,synonym (RUSSIAN SEEDLESS)
DVIT_328,DVIT 328,HIMRISNKY,Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",False,GRACIANO,100.0,synonym (HIMRISNKY)
DVIT_3378,DVIT 3378,TX2006-47-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3416,DVIT 3416,TX2006-35-1a,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_988,DVIT 988,Tinta Mole,Vitis vinifera L. subsp. vinifera ,Portugal,False,MOLAR,100.0,synonym (TINTA MOLE)
DVIT_1330,DVIT 1330,Seedless Tokay,Vitis vinifera L. subsp. vinifera ,"California, United States",False,FURMINT,72.72727272727273,synonym (EDELWEISSER TOKAYER)
DVIT_3371,DVIT 3371,LA2006-2-3,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3375,DVIT 3375,TX2006-12-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3435,DVIT 3435,TX2006-21-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3500,DVIT 3500,TX2006-52-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3688,DVIT 3688,#5,Vitis rupestris Scheele ,"Missouri, United States",False,,0.0,
DVIT_609,DVIT 609,RODITES,Vitis vinifera L. subsp. vinifera ,Greece,False,AGOUMASTOS KOKKINO,80.0,synonym (RODIARES)
GVIT_1664,GVIT 1664,33/03,Vitis aestivalis Michx. ,"New York, United States",False,,0.0,
PI_588541,PI 588541,Christmas A,Vitis hybr.,Unknown,False,ISABELLA (4N),80.0,synonym (CHRISTMAS (4N))
DVIT_1321,DVIT 1321,Sultana,Vitis vinifera L. subsp. vinifera ,nan,False,SULTANINA,100.0,synonym (SULTANA)
DVIT_1326,DVIT 1326,Black Kishmish,Vitis vinifera L. subsp. vinifera ,"California, United States",False,KISHMISH CHERNYI,100.0,synonym (BLACK KISHMISH)
DVIT_1334,DVIT 1334,Seeded Thompson,Vitis vinifera L. subsp. vinifera ,"California, United States",False,SULTANINA,87.5,synonym (THOMPSON SEEDLESS)
DVIT_1611,DVIT 1611,Barrett 45,Vitis cinerea (Engelm.) Millardet ,"California, United States",False,,0.0,
DVIT_2055,DVIT 2055,Black Kishmish,Vitis vinifera L. subsp. vinifera ,"Former, Soviet Union",False,KISHMISH CHERNYI,100.0,synonym (BLACK KISHMISH)
DVIT_3365,DVIT 3365,TX2006-2-3,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
DVIT_3372,DVIT 3372,TX2006-6-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3381,DVIT 3381,TX2006-54-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3386,DVIT 3386,TX2006-48-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3400,DVIT 3400,TX2006-13-31,Vitis aestivalis Michx. ,"New York, United States",False,,0.0,
DVIT_3415,DVIT 3415,TX2006-26-3,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3420,DVIT 3420,TX2006-47-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3440,DVIT 3440,MS2006-2-5,Vitis rotundifolia Michx. ,"New York, United States",False,,0.0,
DVIT_3707,DVIT 3707,Walker Ridge,Vitis californica Benth. ,"California, United States",False,BRIDGEWATER,78.26086956521739,prime name
DVIT_1325,DVIT 1325,Austrian Seedless,Vitis vinifera L. subsp. vinifera ,"Illinois, United States",False,BLACK MONUKKA,84.84848484848484,synonym (RUSSIAN SEEDLESS)
DVIT_2974,DVIT 2974,9999,Vitis rotundifolia Michx. ,"Louisiana, United States",False,,0.0,
DVIT_3370,DVIT 3370,LA2006-2-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3402,DVIT 3402,TX2006-2-4,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
DVIT_3410,DVIT 3410,LA2006-2-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3417,DVIT 3417,TX2006-4-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3422,DVIT 3422,TX2006-50-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3425,DVIT 3425,TX2006-54-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_343,DVIT 343,DVIT 343,Vitis vinifera L. subsp. vinifera ,nan,False,,0.0,
DVIT_3432,DVIT 3432,TX2006-66-4,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3504,DVIT 3504,TX2006-3-2,Vitis palmata Vahl ,"New York, United States",False,,0.0,
DVIT_3686,DVIT 3686,#2,Vitis rupestris Scheele ,"Missouri, United States",False,,0.0,
DVIT_1307,DVIT 1307,Midget Thompson Seedless,Vitis vinifera L. subsp. vinifera ,"California, United States",False,SULTANINA,82.92682926829268,synonym (THOMPSON SEEDLESS)
DVIT_1410,DVIT 1410,DVIT 1410,Vitis treleasei Munson ex L. H. Bailey ,"California, United States",False,,0.0,
DVIT_1818,DVIT 1818,M12:1-2,Vitis aestivalis Michx. ,"Tennessee, United States",False,,0.0,
DVIT_1946,DVIT 1946,i 7-48 M23,Vitis sp.,Mexico,False,,0.0,
DVIT_3237,DVIT 3237,Zehnder Z 88-3-12,Vitis hybr.,"South Carolina, United States",False,,0.0,
DVIT_3411,DVIT 3411,TX2006-10-3,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3414,DVIT 3414,TX2006-15-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3418,DVIT 3418,TX2006-44-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3423,DVIT 3423,TX2006-52-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3481,DVIT 3481,Zehnder Z 90-6-1,Vitis hybr.,nan,False,,0.0,
DVIT_1248,DVIT 1248,OLMO R117 (R65-26),Vitis hybr.,"California, United States",False,,0.0,
DVIT_3421,DVIT 3421,TX2006-49-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3424,DVIT 3424,TX2006-53.2-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3441,DVIT 3441,MS2006-3-3,Vitis rotundifolia Michx. ,"New York, United States",False,,0.0,
DVIT_3497,DVIT 3497,AL2006-2-2,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3687,DVIT 3687,#4,Vitis rupestris Scheele ,"Missouri, United States",False,,0.0,
DVIT_3710,DVIT 3710,DVIT 3710,Vitis hybr.,nan,False,,0.0,
DVIT_1194,DVIT 1194,OLMO Y73  (Y14-106),Vitis hybr.,"California, United States",False,,0.0,
DVIT_3079,DVIT 3079,Gallo 83,Vitis rotundifolia Michx. ,"Florida, United States",False,,0.0,
DVIT_3379,DVIT 3379,TX2006-47-3,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3390,DVIT 3390,TX2006-6-4,Vitis rotundifolia Michx. ,"New York, United States",False,,0.0,
DVIT_3393,DVIT 3393,MS2006-2-6,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
DVIT_3406,DVIT 3406,TX2006-19-2,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
PI_483129,PI 483129,27-0-3,Vitis aestivalis Michx. var. bicolor Deam ,"Pennsylvania, United States",False,,0.0,
PI_634603,PI 634603,3296,Vitis ×doaniana Munson ex Viala ,"Texas, United States",False,,0.0,
DVIT_3398,DVIT 3398,TX2006-16-5,Vitis cinerea (Engelm.) Millardet var. helleri (L. H. Bailey) M. O. Moore ,"New York, United States",False,,0.0,
DVIT_3404,DVIT 3404,TX2006-39-2,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
DVIT_3408,DVIT 3408,AL2006-2-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
PI_597148,PI 597148,Galibert 122-31,Vitis hybr.,France,False,ALBIGNAC,92.85714285714286,synonym (GALIBERT 12-1)
DVIT_3368,DVIT 3368,TX2006-45-1,Vitis monticola Buckley ,"New York, United States",False,,0.0,
DVIT_3377,DVIT 3377,TX2006-38-1,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_3438,DVIT 3438,LA2006-5-1,Vitis palmata Vahl ,"New York, United States",False,,0.0,
DVIT_3366,DVIT 3366,TX2006-40-3,Vitis hybr.,"New York, United States",False,,0.0,
DVIT_3405,DVIT 3405,TX2006-14-3,Vitis cinerea (Engelm.) Millardet ,"New York, United States",False,,0.0,
DVIT_3409,DVIT 3409,AL2006-2-5,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
DVIT_2975,DVIT 2975,15-7-1,Vitis riparia Michx. ,"Louisiana, United States",False,EMERALD SEEDLESS,72.72727272727273,synonym (17-11)
DVIT_3503,DVIT 3503,TX2006-17-20,Vitis mustangensis Buckley ,"New York, United States",False,,0.0,
PI_483140,PI 483140,27-2-1,Vitis aestivalis Michx. var. bicolor Deam ,"New York, United States",False,COLMAR PRECOCE NOIR,72.72727272727273,synonym (277-2)
DVIT_2937,DVIT 2937,2144,Vitis rotundifolia Michx. ,"Florida, United States",False,,0.0,
DVIT_2851,DVIT 2851,Olmo m6-79,Vitis hybr.,"California, United States",False,,0.0,
DVIT_616,DVIT 616,Kyoho,Vitis vinifera L. subsp. vinifera ,Japan,False,KYOHO (4N),100.0,synonym (KYOHO)
DVIT_2040,DVIT 2040,Khalili,Vitis vinifera L. subsp. vinifera ,Afghanistan,False,KHALILI BELYI,100.0,synonym (KHALILI)
PI_588365,PI 588365,Ill 204-2,Vitis hybr.,"Illinois, United States",False,,0.0,
GVIT_1671,GVIT 1671,E.S. M-9-13,Vitis hybr.,"Wisconsin, United States",False,,0.0,
PI_588458 .I,PI 588458 .i,GVIT 827,Vitis acerifolia Raf. ,"Oklahoma, United States",False,,0.0,
PI_588710 .F,PI 588710 .f,GVIT 1436,Vitis riparia Michx. ,"Wyoming, United States",False,,0.0,
PI_588586 .C,PI 588586 .c,4693,Vitis riparia Michx. ,"Ontario, Canada",False,,0.0,
PI_483188,PI 483188,Rem 38-77,Vitis vulpina L. ,"Pennsylvania, United States",False,,0.0,
PI_588450,PI 588450,USSR 1502,Vitis riparia Michx. ,Russian Federation,False,,0.0,
PI_588453 .A,PI 588453 .a,USSR 2477,Vitis riparia Michx. ,Russian Federation,False,,0.0,
PI_588454 .O,PI 588454 .o,USSR 2478,Vitis rupestris Scheele ,Russian Federation,False,,0.0,
PI_588458 .D,PI 588458 .d,GVIT 827,Vitis acerifolia Raf. ,"Oklahoma, United States",False,,0.0,
PI_588591 .H,PI 588591 .h,725,Vitis vulpina L. ,"Nebraska, United States",False,,0.0,
DVIT_100,DVIT 100,McAdams,Vitis hybr.,"Kansas, United States",False,RIPARIA WICHITA,100.0,synonym (MCADAMS)
DVIT_1111,DVIT 1111,NIAGARA ROSADA,Vitis hybr.,Brazil,False,NIAGARA RED,100.0,synonym (NIAGARA ROSADA)
DVIT_113,DVIT 113,Niabell,Vitis hybr.,"California, United States",False,CHEROKEE,80.0,synonym (ISABELLA)
DVIT_140,DVIT 140,Salamander,Vitis hybr.,"Missouri, United States",False,DIMYAT,77.77777777777779,synonym (SAMANDRA)
DVIT_141,DVIT 141,Senator,Vitis hybr.,"California, United States",False,FRUEHGIPFLER,100.0,synonym (SENATOR)
DVIT_154,DVIT 154,Virginia,Vitis hybr.,Japan,False,CYNTHIANA,100.0,synonym (VIRGINIA)
DVIT_157,DVIT 157,Wallis,Vitis hybr.,"Missouri, United States",False,CHASSELAS BLANC,75.0,synonym (WAELLISCHE)
DVIT_1617,DVIT 1617,ILL.207-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1618,DVIT 1618,ILL.471-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1619,DVIT 1619,ILL.473-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1620,DVIT 1620,ILL.484-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1621,DVIT 1621,ILL.547-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1622,DVIT 1622,ILL.547-2,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1623,DVIT 1623,ILL.559-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1624,DVIT 1624,ILL.559-2,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1625,DVIT 1625,ILL.559-4,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1626,DVIT 1626,ILL.559-5,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1628,DVIT 1628,ILL.760-3,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1629,DVIT 1629,ILL.762-1,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1630,DVIT 1630,ILL.794-3,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1631,DVIT 1631,ILL.794-5,Vitis hybr.,"California, United States",False,,0.0,
DVIT_1660,DVIT 1660,Alden #1 4X,Vitis hybr.,"Illinois, United States",False,,0.0,
DVIT_1661,DVIT 1661,Alden #2 4X,Vitis hybr.,"Illinois, United States",False,,0.0,
DVIT_1686,DVIT 1686,Athens C,Vitis hybr.,"Illinois, United States",False,ATHENS,100.0,synonym (ATHENS C)
DVIT_2119,DVIT 2119,Kyoho,Vitis hybr.,"California, United States",False,KYOHO (4N),100.0,synonym (KYOHO)
DVIT_2138,DVIT 2138,Ill. 759-2,Vitis hybr.,"Illinois, United States",False,,0.0,
DVIT_2139,DVIT 2139,Ill. 294-2,Vitis hybr.,"Illinois, United States",False,,0.0,
DVIT_2140,DVIT 2140,Ill. 759-3,Vitis hybr.,"Illinois, United States",False,,0.0,
DVIT_2612,DVIT 2612,B1398-1 4x,Vitis sp.,"Florida, United States",False,,0.0,
DVIT_48,DVIT 48,Lenoir Jaquez,Vitis hybr.,"Missouri, United States",False,MENCIA,72.72727272727273,synonym (JAEN NOIR)
