GRIN_accessionID,GRIN_ACCESSION,GRIN_PLANT_NAME,GRIN_TAXONOMY,GRIN_GENEBANK,GRIN_ORIGIN,GRIN_DbID,passQC,missingness_rate,Vv_ancestry_pct,NA1_ancestry_pct,NA2_ancestry_pct,Mus_ancestry_pct,EA_ancestry_pct,vivc_prime_name,vivc_number,vivc_country_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,vivc_pedigree_confirmed,match_methods,n_confirming_methods,origin_crossval,species_crossval,ambiguous_flag
DVIT_1115,DVIT 1115,Paulsen 1447,Vitis hybr.,DAV,Italy,1011461.0,True,0.21,0.0,51.0,49.0,0.0,0.0,PAULSEN 1447,9037,ITALY,VITIS INTERSPECIFIC CROSSING,NOIR,BERLANDIERI RESSEGUIER 2,RUPESTRIS DU LOT,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1123,DVIT 1123,Sauvignon Gris,Vitis vinifera L. subsp. vinifera ,DAV,Chile,1011533.0,True,0.46,0.5,0.0,99.5,0.0,0.0,SAUVIGNON GRIS,10792,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1104,DVIT 1104,Kober 125AA,Vitis hybr.,DAV,"California, United States",1011382.0,True,0.19,0.0,49.7,50.3,0.0,0.0,KOBER 125 AA,12344,AUSTRIA,VITIS INTERSPECIFIC CROSSING,NOIR,BERLANDIERI RESSEGUIER 2,RIPARIA GLOIRE DE MONTPELLIER,view,M5_fuzzy(r=0.957),1,MISMATCH,OK,False
DVIT_1103,DVIT 1103,Kishmish Khishrau,Vitis vinifera L. subsp. vinifera ,,"Former, Soviet Union",1011375.0,True,0.24,100.0,0.0,0.0,0.0,0.0,KISHMISH KHISHRAU,6258,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,ANGUR KALAN,KISHMISH CHERNYI,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1101,DVIT 1101,Joly,Vitis √óchampinii Planch. ,DAV,"California, United States",1011360.0,True,0.19,0.0,49.2,50.8,0.0,0.0,JOLY,5831,UNITED STATES OF AMERICA,VITIS CHAMPINII PLANCHON,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_110,DVIT 110,Munson,Vitis hybr.,DAV,"Missouri, United States",1002894.0,True,0.3,24.9,19.0,56.1,0.0,0.0,MUNSON,8169,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,JAEGER 43,JAEGER 60 O.P.,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_11,DVIT 11,Atoka,Vitis hybr.,DAV,United States,1000441.0,True,0.32,38.7,10.4,49.9,0.0,1.0,ATOKA,748,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,AMERICA,DELAWARE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1097,DVIT 1097,Ganzin 2,Vitis hybr.,DAV,Germany,1011327.0,True,0.15,64.6,0.1,35.3,0.0,0.0,GANZIN 2,4394,FRANCE,VITIS INTERSPECIFIC CROSSING,,ARAMON NOIR,RUPESTRIS GANZIN,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1095,DVIT 1095,Flame Seedless,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011315.0,True,0.37,100.0,0.0,0.0,0.0,0.0,FLAME SEEDLESS,4141,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,GARGIULO 4320,(RED MALAGA X TIFAFIHI AHMER) X (MUSCAT OF ALEXANDRIA X THOMPSON SEEDLESS),,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1333,DVIT 1333,Zinfandel,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1013039.0,True,0.25,100.0,0.0,0.0,0.0,0.0,PRIMITIVO,9703,BALKAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M2_alias,1,MISMATCH,OK,False
DVIT_117,DVIT 117,Ohio,Vitis √óbourquiniana W. A. Taylor ,DAV,"Missouri, United States",1003023.0,True,0.51,39.0,21.0,39.2,0.3,0.5,OHIO,8718,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_1153,DVIT 1153,Castelao,Vitis vinifera L. subsp. vinifera ,DAV,,1011768.0,True,0.31,0.0,56.1,43.9,0.0,0.0,CASTELAO,2324,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CAYETANA BLANCA,ALFROCHEIRO,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,True
DVIT_1147,DVIT 1147,Richter 57,Vitis hybr.,DAV,"California, United States",1011722.0,True,0.2,0.0,50.2,49.5,0.3,0.0,RICHTER 57,10062,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,BERLANDIERI RESSEGUIER 1,RUPESTRIS MARTIN,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1143,DVIT 1143,Teleki 5c,Vitis hybr.,DAV,"California, United States",1011689.0,True,0.33,0.0,51.9,48.1,0.0,0.0,TELEKI 5 C,12324,HUNGARY,VITIS INTERSPECIFIC CROSSING,,BERLANDIERI RESSEGUIER 2,RIPARIA GLOIRE DE MONTPELLIER,view,M5_fuzzy(r=0.947),1,MISMATCH,OK,False
DVIT_1140,DVIT 1140,Ponroy,Vitis √ódoaniana Munson ex Viala ,DAV,"Texas, United States",1011663.0,True,0.33,0.0,52.0,48.0,0.0,0.0,PONROY,9597,UNITED STATES OF AMERICA,VITIS DOANIANA MUNSON,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1124,DVIT 1124,Schonburger,Vitis vinifera L. subsp. vinifera ,DAV,"Oregon, United States",1011535.0,True,0.17,100.0,0.0,0.0,0.0,0.0,SCHOENBURGER,10833,GERMANY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,PINOT NOIR,PIROVANO 1,view,M5_fuzzy(r=0.957),1,MISMATCH,OK,False
DVIT_1137,DVIT 1137,Barnes,Vitis √óchampinii Planch. ,DAV,"California, United States",1011643.0,True,0.2,0.0,50.0,50.0,0.0,0.0,BARNES,1000,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,True
DVIT_1129,DVIT 1129,Van Buren,Vitis labrusca L. ,DAV,"New York, United States",1011579.0,True,0.28,26.1,2.0,72.0,0.0,0.0,VAN BUREN,12884,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,FREDONIA,WORDEN,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1042,DVIT 1042,Mermark,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010943.0,True,0.07,99.8,0.0,0.0,0.0,0.2,MERMARK,7658,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_104,DVIT 104,Mericadel,Vitis hybr.,DAV,"Texas, United States",1002772.0,True,0.33,25.4,23.1,51.6,0.0,0.0,MERICADEL,7649,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,AMERICA,DELAWARE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1023,DVIT 1023,Zinfandel,Vitis vinifera L. subsp. vinifera ,DAV,,1010800.0,True,0.12,100.0,0.0,0.0,0.0,0.0,PRIMITIVO,9703,BALKAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M2_alias,1,,OK,False
DVIT_102,DVIT 102,McPike,Vitis labrusca L. ,DAV,"Missouri, United States",1002733.0,True,0.27,29.2,0.3,70.3,0.0,0.2,MCPIKE,7560,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,WORDEN,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1004,DVIT 1004,Vernaccia bianca,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1010647.0,True,0.3,100.0,0.0,0.0,0.0,0.0,VERNACCIA BIANCA,12996,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1003,DVIT 1003,Vernaccia di San Gimignano,Vitis vinifera L. subsp. vinifera ,DAV,Italy,1010646.0,True,0.22,99.9,0.0,0.0,0.0,0.1,VERNACCIA DI SAN GIMIGNANO,12998,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1000,DVIT 1000,Verdea,Vitis vinifera L. subsp. vinifera ,DAV,,1010630.0,True,0.12,100.0,0.0,0.0,0.0,0.0,VERDEA,12944,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,OK,False
DVIT_1058,DVIT 1058,ALVARELHAO,Vitis vinifera L. subsp. vinifera ,,Portugal,1011037.0,True,0.25,100.0,0.0,0.0,0.0,0.0,ALVARELHAO,1650,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1059,DVIT 1059,Muscat Hamburg,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011050.0,True,0.49,79.6,16.4,2.3,1.0,0.8,MUSCAT HAMBURG,8226,UNITED KINGDOM,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,SCHIAVA GROSSA,MUSCAT OF ALEXANDRIA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1087,DVIT 1087,Cedar Valley,Vitis sp.,DAV,"California, United States",1011245.0,True,0.12,59.7,1.9,38.0,0.0,0.4,CEDAR VALLEY,2365,,,,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,,,False
DVIT_1084,DVIT 1084,Calmeria,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011224.0,True,0.23,100.0,0.0,0.0,0.0,0.0,CALMERIA,2004,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,OHANES,SULTANINA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1083,DVIT 1083,Buffalo,Vitis hybr.,DAV,"California, United States",1011215.0,True,0.25,57.0,1.4,41.6,0.0,0.0,BUFFALO,1796,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,HERBERT,WATKINS,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1080,DVIT 1080,BARLINKA,Vitis vinifera L. subsp. vinifera ,,South Africa,1011193.0,True,0.23,100.0,0.0,0.0,0.0,0.0,BARLINKA,993,ALGERIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_108,DVIT 108,Mrs. Munson,Vitis hybr.,DAV,"Texas, United States",1002854.0,True,0.35,3.1,23.8,73.1,0.0,0.0,MRS. MUNSON,8105,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,NEOSHO,HERBEMONT,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1079,DVIT 1079,Almeria,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011192.0,True,0.32,100.0,0.0,0.0,0.0,0.0,ALMERIA,335,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1077,DVIT 1077,Vital,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011174.0,True,0.21,100.0,0.0,0.0,0.0,0.0,VITAL,13122,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MALVASIA FINA,RABO DE OVELHA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_107,DVIT 107,Moore Early,Vitis labrusca L. ,DAV,"Massachusetts, United States",1002837.0,True,0.18,50.0,0.5,49.5,0.0,0.0,MOORE EARLY,7972,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,CONCORD,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1065,DVIT 1065,PINOT BLANC,Vitis vinifera L. subsp. vinifera ,,France,1011100.0,True,0.18,100.0,0.0,0.0,0.0,0.0,PINOT BLANC,9272,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1063,DVIT 1063,Fernao Pires,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011082.0,True,0.2,100.0,0.0,0.0,0.0,0.0,FERNAO PIRES,4100,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MALVASIA FINA,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1062,DVIT 1062,Chenin Blanc,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1011068.0,True,0.2,100.0,0.0,0.0,0.0,0.0,CHENIN BLANC,2527,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SAVAGNIN BLANC,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1281,DVIT 1281,Dogridge,Vitis √óchampinii Planch. ,DAV,"Texas, United States",1012653.0,True,0.29,0.0,49.9,50.1,0.0,0.0,DOG RIDGE,3623,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RUPESTRIS SCHEELE,VITIS CANDICANS ENGELMANN,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_127,DVIT 127,Presley,Vitis hybr.,DAV,"Texas, United States",1003207.0,True,0.27,22.4,17.7,59.9,0.0,0.0,PRESLY,9681,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,ELVIRA,CHAMPION,,M5_fuzzy(r=0.923),1,MISMATCH,OK,False
DVIT_130,DVIT 130,Red Giant,Vitis labrusca L. ,DAV,"Missouri, United States",1003259.0,True,0.23,0.0,0.0,100.0,0.0,0.0,RED GIANT,9971,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_1332,DVIT 1332,Chardonnay,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1013038.0,True,0.28,100.0,0.0,0.0,0.0,0.0,CHARDONNAY BLANC,2455,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,HEUNISCH WEISS,PINOT,view,M2_alias,1,MISMATCH,OK,False
DVIT_1320,DVIT 1320,Zinfandel,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1012946.0,True,0.14,100.0,0.0,0.0,0.0,0.0,PRIMITIVO,9703,BALKAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,,M2_alias,1,MISMATCH,OK,False
DVIT_131,DVIT 131,Ree,Vitis vinifera L. subsp. vinifera ,DAV,"Missouri, United States",1003270.0,True,0.23,16.6,51.6,31.8,0.0,0.0,REE,9983,UNITED STATES OF AMERICA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,LADY,NORTH DAKOTA WILD,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_12,DVIT 12,August Giant,Vitis hybr.,DAV,"Massachusetts, United States",1000483.0,True,0.26,50.0,0.0,50.0,0.0,0.0,AUGUST GIANT,769,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,MARION,SCHIAVA GROSSA,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_118,DVIT 118,Olita,Vitis hybr.,DAV,"Texas, United States",1003044.0,True,0.3,22.7,18.2,58.8,0.0,0.3,OLITA,8753,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,DELAWARE,IRVING,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_126,DVIT 126,President,Vitis hybr.,DAV,"Texas, United States",1003184.0,True,0.32,36.6,2.8,60.7,0.0,0.0,PRESIDENT,9679,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,HERBERT,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2155,DVIT 2155,Sovereign noir,Vitis hybr.,DAV,"British Columbia, Canada",1018567.0,True,0.3,58.4,32.0,9.5,0.0,0.0,SOVEREIGN NOIR,11952,CANADA,VITIS INTERSPECIFIC CROSSING,NOIR,MARECHAL FOCH,SCHUYLER,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_1999,DVIT 1999,Richter 44R,Vitis hybr.,DAV,"California, United States",1017518.0,True,0.29,0.0,100.0,0.0,0.0,0.0,RICHTER 44,10061,FRANCE,VITIS INTERSPECIFIC CROSSING,,BERLANDIERI RESSEGUIER 2,RUPESTRIS MARTIN,view,M5_fuzzy(r=0.952),1,MISMATCH,OK,False
DVIT_2002,DVIT 2002,Vidal 1,Vitis hybr.,DAV,"California, United States",1017542.0,True,0.3,100.0,0.0,0.0,0.0,0.0,VIDAL 19,19593,FRANCE,VITIS INTERSPECIFIC CROSSING,,JURANCON BLANC,SAINT EMILION,,M5_fuzzy(r=0.933),1,MISMATCH,OK,False
DVIT_2001,DVIT 2001,Teleki 8B,Vitis hybr.,DAV,"California, United States",1017531.0,True,0.26,0.0,50.7,49.3,0.0,0.0,TELEKI 8 B,12326,HUNGARY,VITIS INTERSPECIFIC CROSSING,,BERLANDIERI RESSEGUIER 2,RIPARIA GLOIRE DE MONTPELLIER,view,M5_fuzzy(r=0.947),1,MISMATCH,OK,False
DVIT_2000,DVIT 2000,Richter 57R,Vitis hybr.,DAV,"California, United States",1017528.0,True,0.2,0.0,50.0,50.0,0.0,0.0,RICHTER 57,10062,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,BERLANDIERI RESSEGUIER 1,RUPESTRIS MARTIN,view,M5_fuzzy(r=0.952),1,MISMATCH,OK,False
DVIT_1987,DVIT 1987,Dogridge,Vitis √óchampinii Planch. ,DAV,"California, United States",1017439.0,True,0.2,0.0,49.4,50.6,0.0,0.0,DOG RIDGE,3623,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RUPESTRIS SCHEELE,VITIS CANDICANS ENGELMANN,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_1986,DVIT 1986,Couderc 196-17,Vitis hybr.,DAV,"California, United States",1017434.0,True,0.26,23.9,76.1,0.0,0.0,0.0,COUDERC 1617,19376,FRANCE,VITIS INTERSPECIFIC CROSSING,,SOLONIS,VITIS RIPARIA MICHAUX,,M5_fuzzy(r=0.923),1,MISMATCH,OK,False
DVIT_1985,DVIT 1985,Couderc 161-49,Vitis hybr.,DAV,"California, United States",1017423.0,True,0.28,0.0,53.9,46.1,0.0,0.0,COUDERC 161- 49,3016,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_1984,DVIT 1984,Couderc 157-11,Vitis hybr.,DAV,"California, United States",1017419.0,True,0.31,0.0,100.0,0.0,0.0,0.0,COUDERC 157- 11,3012,FRANCE,VITIS INTERSPECIFIC CROSSING,,BERLANDIERI LAS SORRES,RIPARIA GLOIRE DE MONTPELLIER,,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_1983,DVIT 1983,Couderc 93-5,Vitis hybr.,DAV,"California, United States",1017408.0,True,0.32,50.2,49.6,0.0,0.3,0.0,COUDERC 93- 5,2975,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,BOURRISQUOU,?,view,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_190,DVIT 190,Couderc 4401,Vitis hybr.,DAV,"Maryland, United States",1004165.0,True,0.2,50.2,49.6,0.3,0.0,0.0,COUDERC 401,3092,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,,M5_fuzzy(r=0.957),1,MISMATCH,OK,False
DVIT_19,DVIT 19,Black Delaware,Vitis hybr.,DAV,"Missouri, United States",1000724.0,True,0.17,0.0,99.8,0.2,0.0,0.0,BLACK DELAWARE,1394,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,DELAWARE,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_189,DVIT 189,Couderc 1,Vitis hybr.,DAV,"Florida, United States",1004156.0,True,0.28,100.0,0.0,0.0,0.0,0.0,COUDERC 41,2929,FRANCE,VITIS INTERSPECIFIC CROSSING,,,,,M5_fuzzy(r=0.947),1,MISMATCH,OK,False
DVIT_2117,DVIT 2117,Malvasia Bianca,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018336.0,True,0.19,100.0,0.0,0.0,0.0,0.0,MALVASIA BIANCA,7256,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,SCIACCARELLO,?,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2112,DVIT 2112,Chasselas des Bouches-du-Rhone,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018307.0,True,0.25,100.0,0.0,0.0,0.0,0.0,CHASSELAS DES BOUCHES DU RHONE,2482,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,COARNA ALBA,CHASSELAS,view,M5_fuzzy(r=0.933),1,MISMATCH,OK,False
DVIT_2109,DVIT 2109,Moscato D'adda,Vitis vinifera L. subsp. vinifera ,DAV,"California, United States",1018283.0,True,0.28,100.0,0.0,0.0,0.0,0.0,MOSCATO D'ADDA,8050,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,?,MUSCAT OF ALEXANDRIA,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2105,DVIT 2105,MidSouth,Vitis hybr.,DAV,"Mississippi, United States",1018257.0,True,0.21,57.0,2.5,39.5,0.3,0.7,MID SOUTH,16892,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,DE GRASSET,MUSCAT ERIC COULONDRE,,M5_fuzzy(r=0.941),1,MISMATCH,OK,False
DVIT_2102,DVIT 2102,Couderc 161-49,Vitis hybr.,DAV,"California, United States",1018230.0,True,0.28,0.0,54.9,45.1,0.0,0.0,COUDERC 161- 49,3016,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_2153,DVIT 2153,Sovereign Rose,Vitis hybr.,DAV,"British Columbia, Canada",1018554.0,True,0.37,72.2,0.5,27.3,0.0,0.1,SOVEREIGN ROSE,11956,CANADA,VITIS INTERSPECIFIC CROSSING,ROSE,BATH,CSABA GYOENGYE,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_2152,DVIT 2152,Seyve Villard 2-108,Vitis hybr.,DAV,"New York, United States",1018545.0,True,0.31,53.8,34.9,11.3,0.0,0.0,SEYVE VILLARD 2- 108,11560,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_2151,DVIT 2151,Seyve Villard 12-345,Vitis hybr.,DAV,"Pennsylvania, United States",1018542.0,True,0.28,63.5,36.5,0.0,0.0,0.0,SEYVE VILLARD 12- 345,11586,FRANCE,VITIS INTERSPECIFIC CROSSING,BLANC,,,,M3_umlaut|M4_hybrid_spacing,2,MISMATCH,OK,False
DVIT_2150,DVIT 2150,Seibel 8355,Vitis hybr.,DAV,"New York, United States",1018533.0,True,0.28,64.8,25.9,9.1,0.0,0.2,SEIBEL 8355,11285,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,SEIBEL 6150,PLANTET,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_215,DVIT 215,Pinard,Vitis hybr.,DAV,France,1004426.0,True,0.35,50.0,50.0,0.0,0.0,0.0,PINARD,9261,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,MILLARDET ET GRASSET 101 O.P.,GOLDRIESLING,view,M1_exact|M3_umlaut|M4_hybrid_spacing,3,OK,OK,False
DVIT_2149,DVIT 2149,Seibel 13663,Vitis hybr.,DAV,"Pennsylvania, United States",1018530.0,True,0.26,71.0,20.2,8.3,0.0,0.5,SEIBEL 13663,11407,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,PLANTET,SEIBEL 6468,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2148,DVIT 2148,Seibel 2838,Vitis hybr.,DAV,"New York, United States",1018519.0,True,0.24,99.9,0.0,0.0,0.1,0.0,SEIBEL 2838,11021,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,VIVARAIS,SEIBEL 336,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2147,DVIT 2147,Seibel 8239,Vitis hybr.,DAV,"Maryland, United States",1018515.0,True,0.26,55.5,36.6,7.7,0.0,0.2,SEIBEL 8239,11278,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
DVIT_2146,DVIT 2146,Seibel 14164,Vitis hybr.,DAV,"New York, United States",1018503.0,True,0.26,0.3,86.9,12.9,0.0,0.0,SEIBEL 14164,11419,FRANCE,VITIS INTERSPECIFIC CROSSING,NOIR,,,,M1_exact|M3_umlaut|M4_hybrid_spacing,3,MISMATCH,OK,False
