vivc_prime_name,vivc_no,vivc_origin,vivc_species,vivc_color,vivc_parent1,vivc_parent2,in_passport,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,n_sources,name_in_marker_support,name_in_vivc_confirmed,name_in_constantini_2026,name_in_myles_2011,name_in_lacombe_2013,name_in_oliveira_2020,name_in_lac_emanuelli_2020,name_in_laucou_2018,name_in_liang_2019,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id,grin_match_methods,is_alias,aliases,in_alias_map,passport_candidate
MIR,17585,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CHAUSH,CARDINAL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIR AHMADI,7847,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIR AHMADI SAFID,7848,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIR AHMADI SORH,7849,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRACLES,7851,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRAKHMADI,14116,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRAN,21366,IRAQ,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIREILLE 108 C,7853,FRANCE,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRI KARA,7850,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRI KIRMIZI,27679,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRI SIYAH,27676,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRIAM,7854,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,LADY WASHINGTON,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRIFICA,7855,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,BICANE,BARBABLEU,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRMAM JALALI,13735,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRO,27725,BULGARIA,VITIS INTERSPECIFIC CROSSING,BLANC,PLEVENSKI FAVORIT,MECHTA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRZA JALALI,13740,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRZA KHORAKH,7857,UZBEKISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRZAANULI,7859,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRZAI SAFID,7858,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIRZEAU NAZAR BOVA,21367,TAJIKISTAN,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIS UEZUEMUE,23755,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISGYULI KARA,7860,UKRAINE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISH,7861,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISH PESTAN,13741,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISHY,13737,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISK UEZUEMUE,7862,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKALI,7863,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET,22090,UKRAINE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET KAILASHKI,7865,BULGARIA,VITIS INTERSPECIFIC CROSSING,BLANC,MUSCAT HAMBURG,VILLARD BLANC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET MARKOVSKI,17586,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,TERRA PROMESA X MUSCAT OTTONEL,MUSCAT OTTONEL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET PEMBE,7866,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET PLEVENSKI,8206,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MUSCAT HAMBURG,CSABA GYOENGYE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET PLOVDIVSKI,17587,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,CHAUSH X MARSILSKO RANNO,ITALIA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET RAN,16238,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MAI 3,CARDINAL,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET ROZOV,26005,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET SANDANSKI,7867,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,TAMJANIKA BELA,SIROKA MELNISKA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET SUNGURLARSKI,15814,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,MISKET CHERVEN,SAUVIGNON BLANC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKET UFAK,7868,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKIETA,7869,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISKIYE BANDIRMASI,7870,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISNJAK BIJELI,7871,YUGOSLAVIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISSBLANC,16925,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,BLANC,CADILLON TARDIF,EXTRA X MARGUERITE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISSION MALE,26028,UNITED STATES OF AMERICA,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISSOAGRION,7874,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISSOURI,13948,UNITED STATES OF AMERICA,VITIS RIPARIA MICHAUX,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISSOVA TROIANDA,15037,RUSSIAN FEDERATION,,BLANC,CHAOUCH,MUSCAT DE HONGRIE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MISTERIX,16310,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MITCHELL,17800,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MITSAR,26629,,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIVAGES,23397,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIVANS,41759,RUSSIAN FEDERATION,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIVAZER,23398,TURKEY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIYAJIMA (4N),15872,JAPAN,VITIS INTERSPECIFIC CROSSING,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIZANCHO,25060,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MIZIYA,7878,BULGARIA,VITIS INTERSPECIFIC CROSSING,NOIR,BUKET,VILLARD BLANC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MJ/KO 21/8,17538,CZECH REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,MATHIASZ JANOSNE,KOSSUTH LAJOS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MJ/KO 36/16,17539,CZECH REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MATHIASZ JANOSNE,KOSSUTH LAJOS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MJ/KO 44/ 2,17540,CZECH REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MJ/KO 44/29,17541,CZECH REPUBLIC,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,MATHIASZ JANOSNE,KOSSUTH LAJOS,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MJALTES,26427,ALBANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MKHARGRDZELI,7879,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MKHARGRDZELI KVITELI,7880,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MLADENKA,23171,CROATIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,?,BOMBINO BIANCO,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOASCHATO RODOU,27625,GREECE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOBEETIE 1,15038,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RIPARIA X VITIS RUPESTRIS,VITIS CANDICANS ENGELMANN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOBEETIE 2,15039,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RIPARIA X VITIS RUPESTRIS,VITIS CANDICANS ENGELMANN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOCAMED,7882,,,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOCSAI MARISKA,7883,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,ITALIA,CHASSELAS ROSE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOCULA,24456,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MODENA,7884,UNITED STATES OF AMERICA,VITIS LABRUSCA LINNÉ,NOIR,CONCORD,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MODRANKA,22399,SLOVAKIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,IRSAI OLIVER,PINOT BLANC,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOEHRCHEN,24744,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOGYA,7885,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOHACSI,7886,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOHREH,13745,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOHRENKOENIG,26375,AUSTRIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOIE,7889,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOIEMICH SIAH,7890,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOKATURI,7891,GEORGIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOL KARA,7892,KYRGYZSTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,MADELEINE ANGEVINE,PINOT NOIR,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLA GUSEIN TSIBIL,7893,DAGHESTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLAII,13742,IRAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLARON,7894,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLDAVSKII BELYI,7895,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLDAVSKII KOLORIT,16717,MOLDOVA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,VIR 1,SAPERAVI,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLDOVEL DE BUZIAS,27008,ROMANIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLINES P.F.,15041,,VITIS INTERSPECIFIC CROSSING,NOIR,VITIS RIPARIA MICHAUX,VITIS RUPESTRIS SCHEELE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLINHA MACIA,40728,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLA EHMEDI,22091,AZERBAIJAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLAH,10620,ARMENIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLAR CANO ROSADO,26543,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLAR DO CHORINCAS,7902,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLARD,7903,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,HEUNISCH WEISS,?,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLLIM,7904,PORTUGAL,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLNAR ISTVAN,21368,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,CHARMAND ROUGE,OLIVETTE NOIRE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLNARSZOELOE,7906,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLODEZHNYI,7907,"SUN (FORMERLY USSR, UNION OF SOVIET SOCIALIST REPUBLICS)",VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,MADELEINE ANGEVINE,LUGLIENGA BIANCA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLTKE,7908,UNITED STATES OF AMERICA,VITIS INTERSPECIFIC CROSSING,ROUGE,SALEM,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOLVERDE,7909,SPAIN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOMITZI,7910,BULGARIA,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MOMT,40778,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,BLANC,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MON AMI,7911,HUNGARY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,GEWUERZTRAMINER,MATHIASZ JANOSNE,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONA KUZ,7912,,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROSE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONACA,17490,AFGHANISTAN,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,ROUGE,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONACHELLE,7913,ITALY,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONASTERIAL,15357,BRAZIL,VITIS INTERSPECIFIC CROSSING,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONASTRE,42188,SPAIN,,NOIR,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
MONDEUSE GRISE,7920,FRANCE,VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI,GRIS,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,,,,,,,,,,,,,,False,,False,
