vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
FRAPPATO,1,FRAPPATO DI VITTORIA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
"FRAPPATO DI VITTORIA N OR 
GAGLIOPPO N",1,FRAPPATO DI VITTORIA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
FRENCH BLUE,1,SWEET BLUE,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
FRESNO 1613-  59,1,FRESNO 1613- 59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
FRESNO C33-199,1,FRESNO B 70- 57,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
FROELICH X 4  2,1,FROELICH V,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
FRUEHBURGUNDER,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
FRUMOASA DE GHIOROC X CARDINAL TOMPA MIHALY,1,FRUMOASA DE GHIOROC X CARDINAL,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
FUJIMINORI,1,FUJIMINORI (4N),False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
FÉCONDATION LIBRE LAGLEYSE,1,FECONDATION LIBRE LAGLEYSE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
G1590C32458,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
GABEKHOURI TSITELI,1,USAKHELO TSITELI,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GALIBERT COULONDRE   201 (F),1,GALIBERT COULONDRE 14- 3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GALIBERT COULONDRE 15-2,1,GALIBERT COULONDRE 14- 3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GALLURA ZENNI DE DAMASCO (SPAIN),1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
GALOPPU,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GAN),1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GANZIN   1,1,GANZIN 9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GANZIN   2,1,GANZIN 9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GARGIULO  87746,1,GARGIULO 87746,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GARNACHA TINTA = GRENACHE,1,GARNACHA TINTA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
GASCON_FRA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GEILWEILERHOF  3- 28- 45,1,GEILWEILERHOF A- 89- 10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GEILWEILERHOF  3- 28- 46,1,GEILWEILERHOF A- 89- 10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GEILWEILERHOF B- 14-  7,1,GEILWEILERHOF A- 89- 10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GEILWEILERHOF GA 48-12,1,GEILWEILERHOF A- 89- 10,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GEILWEILERHOF GA-52-,1,GEILWEILERHOF A- 89- 10,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GEILWEILERHOF V.,1,GEILWEILERHOF V. 348,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GEILWEILERHOF V.   348,1,GEILWEILERHOF A- 89- 10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GEISENHEIM  6493-  2,1,GEISENHEIM 6493- 2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GELBHOLZER BLAU,1,KOELNER BLAU,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GELBHÖLZER BLAU,1,KOELNER BLAU,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
GENEVA WHITE   5,1,GENEVA WHITE 4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GENOTYPE 01,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 02,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 03,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 04,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 05,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 06,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 07,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 09,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 10,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 101,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 102,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 103,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 104,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 105,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 106,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 107,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 108,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 109,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 11,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 110,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 111,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 113,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 114,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 115,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 118,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 119,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 12,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 125,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 13,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 130,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 131,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 135,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 143,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 145,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 147,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 148,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 15,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 152,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 155,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 156,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 157,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 158,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 165,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 166,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 17,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 18,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 19,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 20,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 21,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 22,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 23,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 24,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 25,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 26,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 27,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 28,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 29,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 30,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 31,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 32,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 33,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 34,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 35,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 36,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 37,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 39,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 40,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 41,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 42,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 43,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 44,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 45,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 46,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 47,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 48,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 49,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 52,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 53,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 55,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 56,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 57,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 58,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 60,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 61,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 62,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 63,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 64,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 65,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 66,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 68,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 69,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 70,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 71,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 72,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 73,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 74,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 75,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 76,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 77,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 78,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 79,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 80,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 81,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 82,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 83,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 86,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 87,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 88,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 89,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 90,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 91,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 92,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 95,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 96,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 97,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 98,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GENOTYPE 99,1,RECONSTRUCTED GENOTYPE 51 (GEORGIA),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
GERKULES,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GIBI,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GIBI = HEBEN,1,HEBEN,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GIBRALTAR NOIR (COLLECTION OBERLIN) BLACK MOROCCO,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GIERNEOLAT,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GLENORA SEEDLESS,1,GLENORA,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
GOETH #,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
GOUAIS B,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS BOUCHALÈS,1,HEUNISCH WEISS SEEDLESS,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS CABERNET FRANC,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS CHASSELAS,1,CHASSELAS BLANC (4N),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS CHENIN,1,CHENIN BLANC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS SAUVIGNONASSE,1,HEUNISCH WEISS SEEDLESS,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS SAVAGNIN = TRAMINER,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUAIS BLANC = HEUNISCH WEISS TRESSOT,1,TRESSOT BLANC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GOUVEIO (VERDELHO),1,GOUVEIO ESTIMADO,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GRACIANO = MORRASTEL,1,GRACIANO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
GRADISKA = MORANET,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GRANATZA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GRECHETTO (DI ORVIETO),1,GRECHETTO NERO DI TODI,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GRECO BIANCO (GUARDAVALLE),1,GRECO BIANCO DI TUFO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GRECO NERO (DI VERBICARO),1,GRECO NERO DI TERAMO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GRENACHE BLANC,1,GRENACHE NOIR A FLEURS FEMELLES,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GRENACHE N,1,GRENACHE NOIR A FLEURS FEMELLES,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GRILLO (FALSE),1,GRILLO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GROZELMTEVANA INSTITUTIS,1,GRDZELMTEVANA INSTITUTIS,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GRÜNER VELTLINER,1,VELTLINER BRAUNWEISS,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
GSTER BLAU,1,KOELNER BLAU,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
GUAIS BLANC = HEUNISCH WEISS,1,HEUNISCH WEISS SEEDLESS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
GUARNACCIA (BIANCA),1,GUARNACCIA BIANCA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
GUIFEIMEIGUI,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
GYÖNGY FEHER,1,LISZTES FEHER,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
H 4.49.69,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
HELFENSTEINER = WE S 5332,1,HELFENSTEINER (4N),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
HEROLDREBE = WE S 130,1,HEROLDREBE,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
HEUNISCH ROTGESTREIFT = MUTATION GOUAIS,1,HEUNISCH ROTGESTREIFT,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
